mf_id,num_candidates,candidates
KAT2A_HUMAN,6,"A0A1W2PPR7_HUMAN,TP4AP_HUMAN,AGRG7_HUMAN,E7EWK3_HUMAN,CASD1_HUMAN,S4R3N7_HUMAN"
VDAC2_HUMAN,6,"TA2R8_HUMAN,DNJB7_HUMAN,A0A024R688_HUMAN,KT3K_HUMAN,RSPH1_HUMAN,PP2AA_HUMAN"
SCP2_HUMAN,6,"UBX11_HUMAN,A0A7P0Z484_HUMAN,CR3L2_HUMAN,SMG9_HUMAN,TULP2_HUMAN,A0A024R040_HUMAN"
KPYM_HUMAN,6,"ASIC5_HUMAN,A0A0S2Z586_HUMAN,A0A1W2PQQ0_HUMAN,TB22B_HUMAN,ATF2_HUMAN,ZN649_HUMAN"
G3BP1_HUMAN,6,"H0Y322_HUMAN,MDM4_HUMAN,RL1D1_HUMAN,B0QYD3_HUMAN,B0QYS6_HUMAN,G3V0E4_HUMAN"
CXB1_HUMAN,6,"CD20_HUMAN,THTR_HUMAN,E9PCF2_HUMAN,MEMO1_HUMAN,TATD1_HUMAN,A0A7I2V3H5_HUMAN"
RAF1_HUMAN,6,"E5KRP5_HUMAN,E7EX17_HUMAN,F5H7P7_HUMAN,GTR12_HUMAN,A0A6Q8PGW4_HUMAN,E7EV75_HUMAN"
H17B6_HUMAN,6,"COX18_HUMAN,A0A0A0MRN9_HUMAN,XCR1_HUMAN,A0A0S2Z3L0_HUMAN,CK042_HUMAN,C1T9A_HUMAN"
AK1C2_HUMAN,6,"A0A140VK59_HUMAN,CATB_HUMAN,H0YLF5_HUMAN,TM10A_HUMAN,G3V0E7_HUMAN,GPVI_HUMAN"
DHX9_HUMAN,6,"FLIP1_HUMAN,GRM5_HUMAN,A0A0A0MS99_HUMAN,A0A8I5KSL3_HUMAN,AFF1_HUMAN,HIPK3_HUMAN"
SKP1_HUMAN,6,"DDIT3_HUMAN,TSPO_HUMAN,EREG_HUMAN,SAT1_HUMAN,CDN2C_HUMAN,LEP_HUMAN"
LPH_HUMAN,6,"A0A2R8Y4T1_HUMAN,GRDN_HUMAN,A0A8I5KXX8_HUMAN,PCSK5_HUMAN,A0A8I5KU87_HUMAN,ZN236_HUMAN"
CE128_HUMAN,6,"TLR8_HUMAN,NOD2_HUMAN,AT2A2_HUMAN,CNTN2_HUMAN,A0A1W2PRB5_HUMAN,Q5SQH4_HUMAN"
RBP2_HUMAN,6,"A0A0A0MSA0_HUMAN,LAMA3_HUMAN,A0A7P0T8F0_HUMAN,MUC3A_HUMAN,A0A8J9C4H3_HUMAN,A0A7P0T9K8_HUMAN"
S10A9_HUMAN,6,"SPT4H_HUMAN,KV133_HUMAN,BET1_HUMAN,RL34_HUMAN,GBRAP_HUMAN,SMS_HUMAN"
GAK_HUMAN,6,"G3V3F7_HUMAN,A1L461_HUMAN,CAMP3_HUMAN,A0A0A0MRM8_HUMAN,MAGL2_HUMAN,RAPH1_HUMAN"
ACSL6_HUMAN,6,"TBK1_HUMAN,SL9A7_HUMAN,PCCA_HUMAN,DAAF1_HUMAN,CCNT2_HUMAN,FYB2_HUMAN"
LCAT_HUMAN,6,"IRAK4_HUMAN,ADA2C_HUMAN,RNF25_HUMAN,TF2H4_HUMAN,TRM11_HUMAN,TGFI1_HUMAN"
RUNX1_HUMAN,6,"A0A1W2PQ47_HUMAN,F1DAL1_HUMAN,TM1L1_HUMAN,E9PRZ1_HUMAN,ZN141_HUMAN,A0A7I2V5M7_HUMAN"
5NT3A_HUMAN,6,"K7EKQ2_HUMAN,GP139_HUMAN,A0A0A0MRX3_HUMAN,H0YMB0_HUMAN,RN167_HUMAN,THUM1_HUMAN"
EHMT1_HUMAN,6,"TAOK2_HUMAN,CAND2_HUMAN,A0A2X0SFL3_HUMAN,AT2B4_HUMAN,BRD8_HUMAN,EDRF1_HUMAN"
GRHL3_HUMAN,6,"CKAP4_HUMAN,CK5P1_HUMAN,PROD_HUMAN,LIRB2_HUMAN,PTN6_HUMAN,ZMY11_HUMAN"
CHSS2_HUMAN,6,"A0A024R1Z9_HUMAN,PLOD2_HUMAN,A5D8Y1_HUMAN,I17RD_HUMAN,PLOD3_HUMAN,DPP3_HUMAN"
D103A_HUMAN,6,"D6RD56_HUMAN,UQCC5_HUMAN,E9PS22_HUMAN,A0A1W2PPA3_HUMAN,E5RJE7_HUMAN,MT3_HUMAN"
STAT3_HUMAN,6,"MKLN1_HUMAN,HIC1_HUMAN,STON1_HUMAN,P3H3_HUMAN,FOXK1_HUMAN,FXL13_HUMAN"
HDAC6_HUMAN,6,"A0A494C1K3_HUMAN,HEPH_HUMAN,BMP2K_HUMAN,CTSRG_HUMAN,HPHL1_HUMAN,A0A5F9ZI57_HUMAN"
PCM1_HUMAN,6,"K1549_HUMAN,A0A8I5KRS9_HUMAN,GRB1L_HUMAN,SKT_HUMAN,TNR6A_HUMAN,MYH4_HUMAN"
NOS3_HUMAN,6,"FHDC1_HUMAN,ITAM_HUMAN,CF251_HUMAN,E9PF63_HUMAN,AP3D1_HUMAN,SGSM1_HUMAN"
NUD11_HUMAN,6,"B9A008_HUMAN,A0A0P1J1R0_HUMAN,PLD3A_HUMAN,RHEX_HUMAN,C9JJ39_HUMAN,A0A7P0TA44_HUMAN"
ZRAB3_HUMAN,6,"ITA4_HUMAN,HIP1_HUMAN,NLRP3_HUMAN,ACK1_HUMAN,MORC2_HUMAN,TLR9_HUMAN"
HSPA9_HUMAN,6,"IRAK1_HUMAN,ORC3_HUMAN,ACSL4_HUMAN,MRE11_HUMAN,H0Y742_HUMAN,CAPR1_HUMAN"
ST2A1_HUMAN,6,"B4DJ75_HUMAN,A0A0S2Z497_HUMAN,A0A384P622_HUMAN,K7EMG5_HUMAN,NHEJ1_HUMAN,TA2R4_HUMAN"
ERN1_HUMAN,6,"A0A087WWP4_HUMAN,ANO7_HUMAN,A0A0S2Z4W4_HUMAN,A0A804HKJ6_HUMAN,F8VS42_HUMAN,URGCP_HUMAN"
MARC1_HUMAN,6,"ERFE_HUMAN,A0A2R8Y5A0_HUMAN,GRM2A_HUMAN,A0A384NYW3_HUMAN,A0A2R8YDP2_HUMAN,PON3_HUMAN"
ZO1_HUMAN,6,"LAMA4_HUMAN,TAF1L_HUMAN,A0A2U3TZV9_HUMAN,WNK3_HUMAN,MAST2_HUMAN,A0A2R8Y6C9_HUMAN"
PAIP2_HUMAN,6,"K7EK07_HUMAN,M0QXX5_HUMAN,SH21B_HUMAN,RS12_HUMAN,Q15302_HUMAN,K7ENR2_HUMAN"
ATG4B_HUMAN,6,"CGL_HUMAN,SFTPD_HUMAN,BMP4_HUMAN,P2RX3_HUMAN,PAR2_HUMAN,HERP1_HUMAN"
LEG1_HUMAN,6,"VAMP4_HUMAN,Q13429_HUMAN,PROF1_HUMAN,TXN4A_HUMAN,AP2S1_HUMAN,PROF2_HUMAN"
AMPN_HUMAN,6,"HXK3_HUMAN,ESYT2_HUMAN,DNLI1_HUMAN,TNPO3_HUMAN,BCLF1_HUMAN,ANDR_HUMAN"
JIP2_HUMAN,6,"DDX21_HUMAN,SUV3_HUMAN,TLR2_HUMAN,SEM3F_HUMAN,UBP1_HUMAN,A0A096LNR9_HUMAN"
MT1G_HUMAN,6,"MT1E_HUMAN,COX7C_HUMAN,A5JUZ3_HUMAN,DFB4A_HUMAN,H0YM04_HUMAN,A0A087WU07_HUMAN"
SAT2_HUMAN,6,"Q6FGW4_HUMAN,E7EWZ0_HUMAN,A0A7P0TB81_HUMAN,H0YNG2_HUMAN,Q5SZG1_HUMAN,A0A087WY90_HUMAN"
FYN_HUMAN,6,"A0A140VK65_HUMAN,ZBT45_HUMAN,KCA10_HUMAN,K2C72_HUMAN,A0A669KB03_HUMAN,K7EK11_HUMAN"
CP4V2_HUMAN,6,"A0A494BZW7_HUMAN,NCKX5_HUMAN,A0A7P0Z4K4_HUMAN,KCNA2_HUMAN,LRP11_HUMAN,PYRD1_HUMAN"
BST2_HUMAN,6,"A0A6Q8PGY1_HUMAN,CT451_HUMAN,MZB1_HUMAN,BHA15_HUMAN,H0YD03_HUMAN,H0YG62_HUMAN"
PADI3_HUMAN,6,"TAF6_HUMAN,S27A4_HUMAN,LOX15_HUMAN,LIRB1_HUMAN,KLH22_HUMAN,GAS6_HUMAN"
S27A2_HUMAN,6,"PWP2B_HUMAN,A0A7P0T937_HUMAN,PYRG1_HUMAN,CALX_HUMAN,ZWILC_HUMAN,ACM3_HUMAN"
AIFM1_HUMAN,6,"CFAI_HUMAN,PARP2_HUMAN,A0A7I2V598_HUMAN,A0A804HJ07_HUMAN,B0YJ88_HUMAN,DEN6B_HUMAN"
RNT2_HUMAN,6,"JMJD8_HUMAN,SNAI2_HUMAN,IL1B_HUMAN,APOA1_HUMAN,SRS12_HUMAN,ZN363_HUMAN"
LATS1_HUMAN,6,"TAF4_HUMAN,RENT1_HUMAN,TCRG1_HUMAN,UBP8_HUMAN,PGFRA_HUMAN,E2AK3_HUMAN"
KAT2B_HUMAN,6,"Q2M3L1_HUMAN,NADL2_HUMAN,A0A0C4DFT8_HUMAN,PLAP_HUMAN,F8W9L4_HUMAN,A0A804HK02_HUMAN"
RIN3_HUMAN,6,"A0A1W2PS19_HUMAN,PCDA5_HUMAN,NMDZ1_HUMAN,A0A8I5KZ07_HUMAN,A0A140VKC1_HUMAN,Q2L6I0_HUMAN"
LONM_HUMAN,6,"A0A0S2Z4Z6_HUMAN,F5H0R1_HUMAN,A0A087WVM4_HUMAN,A0A804HJH8_HUMAN,FA13B_HUMAN,KPCD1_HUMAN"
PTPM1_HUMAN,6,"F5GX80_HUMAN,RAB38_HUMAN,TIRR_HUMAN,CD8B_HUMAN,A0A0U1RQD1_HUMAN,I3L2T9_HUMAN"
AGK_HUMAN,6,"GATA4_HUMAN,CRLF3_HUMAN,FADS1_HUMAN,GATA3_HUMAN,HXA3_HUMAN,A0A6Q8PG83_HUMAN"
MIF_HUMAN,6,"A0A590UJJ6_HUMAN,HYPK_HUMAN,C9K0U8_HUMAN,CRUM3_HUMAN,C9JZV5_HUMAN,J3KR21_HUMAN"
RS2_HUMAN,6,"CCNP_HUMAN,Q53GL6_HUMAN,C9JWN1_HUMAN,B1AL69_HUMAN,FA76A_HUMAN,A0A286YF02_HUMAN"
8ODP_HUMAN,6,"NEU2_HUMAN,TAF12_HUMAN,IL15_HUMAN,TEBP_HUMAN,LTOR1_HUMAN,ECP_HUMAN"
ARGI1_HUMAN,6,"A0A5F9ZHJ0_HUMAN,B2R986_HUMAN,CB39L_HUMAN,T2R39_HUMAN,HEMK1_HUMAN,LORF1_HUMAN"
EFTU_HUMAN,6,"FOXD3_HUMAN,D9ZGG2_HUMAN,A0A8I5KS72_HUMAN,OSGI1_HUMAN,MYBPH_HUMAN,MGT4C_HUMAN"
PABP1_HUMAN,6,"PDXL2_HUMAN,A0A494C1F8_HUMAN,EPMIP_HUMAN,FBW1A_HUMAN,CARM1_HUMAN,GLT18_HUMAN"
ACO13_HUMAN,6,"RS19_HUMAN,UB2V1_HUMAN,DPOE3_HUMAN,RS23_HUMAN,UB2V2_HUMAN,CYTC_HUMAN"
UBE2C_HUMAN,6,"JOS2_HUMAN,E9PQ47_HUMAN,DS13A_HUMAN,SSX2_HUMAN,IFNA2_HUMAN,PEBP1_HUMAN"
EIF3A_HUMAN,6,"E7EPI0_HUMAN,A0A140VJW1_HUMAN,AGRA3_HUMAN,MINK1_HUMAN,KI16B_HUMAN,E9PF10_HUMAN"
CALM1_HUMAN,6,"ACPM_HUMAN,CDN2A_HUMAN,NHP2_HUMAN,PFD2_HUMAN,H3BNK9_HUMAN,DAOA_HUMAN"
RL35A_HUMAN,6,"XCL1_HUMAN,E9PLA7_HUMAN,Q5SVM7_HUMAN,C9JJ68_HUMAN,MIEN1_HUMAN,H3BM64_HUMAN"
PTPRQ_HUMAN,6,"ABCA4_HUMAN,CAC1I_HUMAN,CAC1C_HUMAN,H7BZH9_HUMAN,DPOE1_HUMAN,A0A8I5KVG7_HUMAN"
RS3_HUMAN,6,"A0A1B0GVT7_HUMAN,A0A2R8YCP1_HUMAN,A0A0S2Z5P2_HUMAN,S5A2_HUMAN,A0A804DAZ0_HUMAN,REEP3_HUMAN"
SIAH1_HUMAN,6,"ASB17_HUMAN,A0A494C1T7_HUMAN,CCND1_HUMAN,K7EIH5_HUMAN,TM241_HUMAN,V9HW60_HUMAN"
ZDHC7_HUMAN,6,"FOXE3_HUMAN,APEX1_HUMAN,RFPL1_HUMAN,NPL_HUMAN,ATOH8_HUMAN,PLS1_HUMAN"
ECHM_HUMAN,6,"G3V2Q1_HUMAN,D3DU92_HUMAN,KI2S2_HUMAN,DTWD1_HUMAN,A0A075B6F9_HUMAN,SPAT4_HUMAN"
CBPC1_HUMAN,6,"WDR35_HUMAN,ANFY1_HUMAN,B7ZM68_HUMAN,TSP2_HUMAN,A0A2R8Y5A6_HUMAN,FA83H_HUMAN"
S10AC_HUMAN,6,"ASURF_HUMAN,SC61B_HUMAN,KR123_HUMAN,V9GZ59_HUMAN,SPR1A_HUMAN,KR121_HUMAN"
CRGD_HUMAN,6,"RGS5_HUMAN,TNNI2_HUMAN,RAP2A_HUMAN,NFE4_HUMAN,EMC4_HUMAN,A0A494BXC7_HUMAN"
RS19_HUMAN,6,"NDKB_HUMAN,RS13_HUMAN,CEBPG_HUMAN,OOEP_HUMAN,UBE2N_HUMAN,COX5A_HUMAN"
RN111_HUMAN,6,"CTNA2_HUMAN,ATL2_HUMAN,AL2CL_HUMAN,Q5JV20_HUMAN,PCDA8_HUMAN,AT2C2_HUMAN"
ALDR_HUMAN,6,"TAL1_HUMAN,IL12B_HUMAN,BACD1_HUMAN,IRF1_HUMAN,VP26A_HUMAN,CREB1_HUMAN"
CD38_HUMAN,6,"A0A7P0TA31_HUMAN,E7EQB3_HUMAN,FAH2B_HUMAN,TRBR2_HUMAN,H0YEX5_HUMAN,ARGFX_HUMAN"
F263_HUMAN,6,"A0A0C4DGN7_HUMAN,S17A4_HUMAN,A0A090N8N3_HUMAN,NOTUM_HUMAN,A6NL54_HUMAN,B1AMR3_HUMAN"
INO80_HUMAN,6,"A0A8I5KT00_HUMAN,A0A8J9FM07_HUMAN,TEX14_HUMAN,H0YJ14_HUMAN,MRP6_HUMAN,P3C2G_HUMAN"
CBR1_HUMAN,6,"ALKB3_HUMAN,KCMB3_HUMAN,HMOX1_HUMAN,PHB1_HUMAN,HES1_HUMAN,IL1A_HUMAN"
TRIM8_HUMAN,6,"SAP_HUMAN,NLK_HUMAN,FUS_HUMAN,PUS10_HUMAN,CEAM1_HUMAN,HCK_HUMAN"
FYV1_HUMAN,6,"FANCM_HUMAN,A0A2R8Y840_HUMAN,A0A804HIW6_HUMAN,A0A6Q8PGG9_HUMAN,LOXH1_HUMAN,M0R300_HUMAN"
DUS18_HUMAN,6,"H0Y852_HUMAN,TLE5_HUMAN,CITE1_HUMAN,UB2E1_HUMAN,MYL1_HUMAN,RAC1_HUMAN"
RM22_HUMAN,6,"PRDX5_HUMAN,IL6_HUMAN,HMGB1_HUMAN,PPCT_HUMAN,C9JEZ4_HUMAN,RAB5A_HUMAN"
SRPK1_HUMAN,6,"A0A0S2Z4Y4_HUMAN,IL23R_HUMAN,RNF12_HUMAN,ADCK2_HUMAN,S13A4_HUMAN,ABCF2_HUMAN"
HMGN1_HUMAN,6,"PROK1_HUMAN,C9JM58_HUMAN,C9JTN1_HUMAN,C9J618_HUMAN,Q53HY9_HUMAN,E7EWR8_HUMAN"
HMGA1_HUMAN,6,"ATIF1_HUMAN,C9J5U3_HUMAN,H0YMR0_HUMAN,PHF5A_HUMAN,KR124_HUMAN,BET1L_HUMAN"
EF2_HUMAN,6,"VILI_HUMAN,LDLR_HUMAN,SOX6_HUMAN,STRP1_HUMAN,ADAM9_HUMAN,M4K1_HUMAN"
CLIC1_HUMAN,6,"Q5QPE7_HUMAN,PRPK_HUMAN,PIGL_HUMAN,A0A7P0Z490_HUMAN,GOSR1_HUMAN,CFAD_HUMAN"
DUS21_HUMAN,6,"LRMDA_HUMAN,B8ZZZ4_HUMAN,LEUTX_HUMAN,A0A0K0MJ49_HUMAN,TCF15_HUMAN,A0A494C115_HUMAN"
MAGAB_HUMAN,6,"ITFG2_HUMAN,KCNJ4_HUMAN,FBX9_HUMAN,MP2K5_HUMAN,WT1_HUMAN,TFDP2_HUMAN"
XRN1_HUMAN,6,"DDX60_HUMAN,BCOR_HUMAN,PAPP2_HUMAN,SI1L3_HUMAN,H0Y9E9_HUMAN,A0A804HI08_HUMAN"
RL31_HUMAN,6,"CCL28_HUMAN,BATF3_HUMAN,PIN4_HUMAN,A6NDA1_HUMAN,H2B1J_HUMAN,PEA15_HUMAN"
HIP1_HUMAN,6,"Q9Y4I9_HUMAN,MOV10_HUMAN,KCNH5_HUMAN,FAK2_HUMAN,DHX36_HUMAN,ZBTB4_HUMAN"
RS20_HUMAN,6,"I3L0X6_HUMAN,B8YCP3_HUMAN,C9J9P1_HUMAN,C9JQK8_HUMAN,C9JGN2_HUMAN,B4DQ48_HUMAN"
PKP3_HUMAN,6,"A0A7P0T9U7_HUMAN,PLPR4_HUMAN,ERCC2_HUMAN,DACH1_HUMAN,A0A8I5QJI3_HUMAN,E9KL44_HUMAN"
RIPK2_HUMAN,6,"CP24A_HUMAN,FCRL4_HUMAN,A0A7P0MRW0_HUMAN,D6REA0_HUMAN,A0A494C179_HUMAN,ARHG9_HUMAN"
PTGES_HUMAN,6,"C9JE25_HUMAN,F8W961_HUMAN,E5RGE8_HUMAN,TMM92_HUMAN,TSLP_HUMAN,AP1S2_HUMAN"
PGH1_HUMAN,6,"LPP60_HUMAN,E9PD68_HUMAN,A0A1L7NY50_HUMAN,A0A024R3X4_HUMAN,A0A2R8YGK2_HUMAN,G3V3A4_HUMAN"
SIA4A_HUMAN,6,"APTX_HUMAN,A0A7I2V647_HUMAN,A0A6I8PLE7_HUMAN,A0A2R8Y7R8_HUMAN,AUNIP_HUMAN,D6RDF7_HUMAN"
HNRPD_HUMAN,6,"CDK9_HUMAN,NKX21_HUMAN,MET18_HUMAN,DAPK2_HUMAN,MCUR1_HUMAN,HLAB_HUMAN"
CBR4_HUMAN,6,"STC1_HUMAN,IF4E2_HUMAN,VATD_HUMAN,TMT1A_HUMAN,MBL2_HUMAN,VAPA_HUMAN"
ABI2_HUMAN,6,"A0A804HI25_HUMAN,A0A0C4DFN8_HUMAN,ACV1C_HUMAN,A0A0S2Z456_HUMAN,V9HVY1_HUMAN,A2AP_HUMAN"
LYPA2_HUMAN,6,"RS3_HUMAN,NAA60_HUMAN,CD63_HUMAN,DRAM1_HUMAN,BCL2_HUMAN,ABEC1_HUMAN"
TERA_HUMAN,6,"A0A8I5KVT9_HUMAN,RGL1_HUMAN,D9YZV9_HUMAN,GOGA1_HUMAN,CAD19_HUMAN,TLK2_HUMAN"
PEMT_HUMAN,6,"GDIR2_HUMAN,TWST1_HUMAN,A1AG2_HUMAN,EFNA1_HUMAN,RAB13_HUMAN,RAB1B_HUMAN"
DUS29_HUMAN,6,"GSTA1_HUMAN,CPSF5_HUMAN,UBE2S_HUMAN,RAB21_HUMAN,RAB3A_HUMAN,TMED7_HUMAN"
1433G_HUMAN,6,"A0A0B4J1R1_HUMAN,F5GWD3_HUMAN,A0A7I2V575_HUMAN,DMAC2_HUMAN,A7UKY0_HUMAN,SPIN3_HUMAN"
KDM8_HUMAN,6,"IRF3_HUMAN,TGFB2_HUMAN,DAAF4_HUMAN,RBM22_HUMAN,AP2A_HUMAN,SMAD3_HUMAN"
FMO3_HUMAN,6,"HSP7E_HUMAN,E7ETN2_HUMAN,A0A8I5KXC0_HUMAN,A0A1B0GV84_HUMAN,A0A024R8S5_HUMAN,LDHD_HUMAN"
RS27_HUMAN,6,"A2A2D0_HUMAN,M0R015_HUMAN,COA4_HUMAN,E9PM24_HUMAN,A0A0U1RQQ7_HUMAN,C9K0M0_HUMAN"
CCL5_HUMAN,6,"E5RGD3_HUMAN,E9PQB4_HUMAN,TIM13_HUMAN,F5H7Z3_HUMAN,A0A087WUN7_HUMAN,J3QLM2_HUMAN"
ITSN2_HUMAN,6,"A0A1B0GV47_HUMAN,A0A2R8Y7C8_HUMAN,A0A2R8Y5F1_HUMAN,A0A087WTF3_HUMAN,CO4A_HUMAN,X5D2U8_HUMAN"
IF4G1_HUMAN,6,"A0A384MR42_HUMAN,A0A1B0GTW6_HUMAN,A0A6Q8PFM0_HUMAN,HECW2_HUMAN,SAM9L_HUMAN,Q5JSG7_HUMAN"
RL37_HUMAN,6,"Q5NV66_HUMAN,C9IYB8_HUMAN,CP141_HUMAN,APOA2_HUMAN,E5RH69_HUMAN,PTMS_HUMAN"
RL36A_HUMAN,6,"A0A1B0GXE7_HUMAN,BORC7_HUMAN,D6RDG3_HUMAN,C9JZ87_HUMAN,E9PIP9_HUMAN,A0A8I5KNZ0_HUMAN"
TENS2_HUMAN,6,"MSH6_HUMAN,A0A0A0MT33_HUMAN,A0A6Q8PHC9_HUMAN,G3V599_HUMAN,H0Y326_HUMAN,A0A804HIG4_HUMAN"
XCL1_HUMAN,6,"C9JQH3_HUMAN,A8MUH2_HUMAN,Q6IAW1_HUMAN,Q13138_HUMAN,TVA19_HUMAN,TVA29_HUMAN"
AOXA_HUMAN,6,"A0A1Y0BRN3_HUMAN,PRD16_HUMAN,PTPRC_HUMAN,A0A804HKX1_HUMAN,DEN5B_HUMAN,A0A7P0Q1F0_HUMAN"
RS24_HUMAN,6,"A0A087WT34_HUMAN,E5RH35_HUMAN,F6SXL5_HUMAN,A0A2R8Y6U9_HUMAN,C9JA36_HUMAN,A0A087WZE9_HUMAN"
RS25_HUMAN,6,"K7EN69_HUMAN,C9JMI3_HUMAN,I3L329_HUMAN,SRSP_HUMAN,Q6FGL7_HUMAN,EMC5_HUMAN"
SLPI_HUMAN,6,"TM203_HUMAN,RET5_HUMAN,H0Y8R3_HUMAN,Q14755_HUMAN,HPIP_HUMAN,KRA42_HUMAN"
RL27_HUMAN,6,"A0A0A0MSG8_HUMAN,CYTD_HUMAN,H3BNZ3_HUMAN,D6RDX9_HUMAN,C9J4X8_HUMAN,H0YHX3_HUMAN"
SYUA_HUMAN,6,"C9J6I8_HUMAN,MORN4_HUMAN,CHSP1_HUMAN,A0A1W2PQE0_HUMAN,UB2D4_HUMAN,A0M8W4_HUMAN"
C2TA_HUMAN,6,"WDHD1_HUMAN,A0A8I5KVB5_HUMAN,GRIP1_HUMAN,A0A2S1ZR87_HUMAN,IPO5_HUMAN,WDR72_HUMAN"
RENT1_HUMAN,6,"ATX2L_HUMAN,CP131_HUMAN,GUC2C_HUMAN,F8VQP2_HUMAN,M3K9_HUMAN,UBP53_HUMAN"
KANL1_HUMAN,6,"ZBT11_HUMAN,A0A2R8YDB8_HUMAN,TRHDE_HUMAN,J3QLU9_HUMAN,KDM4C_HUMAN,ACD10_HUMAN"
DUS23_HUMAN,6,"D6RBQ9_HUMAN,H0YCH8_HUMAN,A0A075B6P4_HUMAN,A0A087WVT9_HUMAN,C9JNI4_HUMAN,A0A087X183_HUMAN"
LTC4S_HUMAN,6,"O43645_HUMAN,PPR27_HUMAN,M0R054_HUMAN,S4R3T5_HUMAN,TM50A_HUMAN,A0A140VJI5_HUMAN"
ACK1_HUMAN,6,"A0A3B3ITL0_HUMAN,E9PEI0_HUMAN,A0A7I2V5C6_HUMAN,HERC6_HUMAN,A0A669KBC2_HUMAN,A0A8I5KZ68_HUMAN"
RS27A_HUMAN,6,"SUPYN_HUMAN,A0A140VJS7_HUMAN,F6VDH7_HUMAN,I3L0Z6_HUMAN,A0A0S2Z6I4_HUMAN,KR134_HUMAN"
RL29_HUMAN,6,"E9PRS3_HUMAN,A8MZB2_HUMAN,A2AAT8_HUMAN,GTSF1_HUMAN,A2A2P1_HUMAN,E7EQ72_HUMAN"
VKOR1_HUMAN,6,"SRARP_HUMAN,E7EWJ9_HUMAN,ML12A_HUMAN,M0QXD7_HUMAN,A0A1W2PQK0_HUMAN,A0A0S2Z5U1_HUMAN"
PARP1_HUMAN,6,"A0A6Q8PFY2_HUMAN,A0A8I5KQ62_HUMAN,A0A087WZ65_HUMAN,NED4L_HUMAN,D6RD46_HUMAN,DLGP3_HUMAN"
NAA50_HUMAN,6,"A0A087WU55_HUMAN,KR132_HUMAN,B7Z509_HUMAN,A0A7I2YQX2_HUMAN,C9JL25_HUMAN,F8W8H5_HUMAN"
CRGC_HUMAN,6,"A0PJA6_HUMAN,A0A024RCQ4_HUMAN,SAYS1_HUMAN,ARF3_HUMAN,E9PNI1_HUMAN,A0A0A0MRR7_HUMAN"
RL11_HUMAN,6,"A0A0A0MSU9_HUMAN,REL1_HUMAN,G3V575_HUMAN,TP8L1_HUMAN,A0A087WVB9_HUMAN,M0R226_HUMAN"
MOC2B_HUMAN,6,"A0A0U1RQF8_HUMAN,A0A087WT64_HUMAN,A0A0B4J2C3_HUMAN,F6R6M7_HUMAN,B7Z4J8_HUMAN,F5H0U5_HUMAN"
DS13A_HUMAN,6,"PTGDS_HUMAN,Q5T094_HUMAN,CBX5_HUMAN,A0A1W2PRP7_HUMAN,E5RGR0_HUMAN,PGRC1_HUMAN"
SPICE_HUMAN,6,"B8ZZ38_HUMAN,A0A087WTW0_HUMAN,A0A0B4J203_HUMAN,A0A087X085_HUMAN,ARHGF_HUMAN,A0A0A0MSI2_HUMAN"
DISC1_HUMAN,6,"H0Y9P1_HUMAN,LIPB2_HUMAN,H0Y6H0_HUMAN,Q548C2_HUMAN,LITD1_HUMAN,H0YA20_HUMAN"
KDM1A_HUMAN,6,"A0A3B3IU79_HUMAN,AXIN1_HUMAN,AKAP3_HUMAN,A0A6Q8PGW5_HUMAN,R9QE65_HUMAN,PP6R3_HUMAN"
DNM3A_HUMAN,6,"A0A3B3IT92_HUMAN,KMT5B_HUMAN,D3DQV9_HUMAN,A0A140VK05_HUMAN,CNTRB_HUMAN,A0A0S2Z4W1_HUMAN"
NRP1_HUMAN,6,"ATX7_HUMAN,SP100_HUMAN,TLR3_HUMAN,KANL3_HUMAN,CBL_HUMAN,KI20A_HUMAN"
CLOCK_HUMAN,6,"ZNF43_HUMAN,A0A2R8Y6W8_HUMAN,A0A8I5KT73_HUMAN,SPON1_HUMAN,TS1R3_HUMAN,Q2L6I2_HUMAN"
PHC2_HUMAN,6,"ATS4_HUMAN,HNRPU_HUMAN,LMBL1_HUMAN,TGM1_HUMAN,M4K5_HUMAN,DDX20_HUMAN"
TLR4_HUMAN,6,"A0A7I2RW32_HUMAN,RASL1_HUMAN,LRC8A_HUMAN,CTSRD_HUMAN,CADH8_HUMAN,CPT1C_HUMAN"
HPGDS_HUMAN,6,"CD3CH_HUMAN,LIN7B_HUMAN,A0A087X1P5_HUMAN,A0A804HJ46_HUMAN,A0A140VK94_HUMAN,CRBB2_HUMAN"
ITBP1_HUMAN,6,"SPRY4_HUMAN,NTF4_HUMAN,CTAG2_HUMAN,AKIP1_HUMAN,GUC1A_HUMAN,DRC12_HUMAN"
UBE2K_HUMAN,6,"PSB3_HUMAN,RBPS2_HUMAN,RAB30_HUMAN,RGS1_HUMAN,RAB8A_HUMAN,MGMT_HUMAN"
BLVRB_HUMAN,6,"RCAS1_HUMAN,E7EW06_HUMAN,A0A8I5KXI2_HUMAN,A0A2R8YFH6_HUMAN,C9J5V9_HUMAN,NICN1_HUMAN"
FGF21_HUMAN,6,"A0A140VJL3_HUMAN,TPPC4_HUMAN,DUS19_HUMAN,A0A8I5QJI2_HUMAN,H0YKA2_HUMAN,RGS19_HUMAN"
ATX1_HUMAN,6,"RGL2_HUMAN,A0A2Z2CIT2_HUMAN,A0A8I5KVH8_HUMAN,HPS6_HUMAN,ARHG6_HUMAN,GCC1_HUMAN"
