target_id,num_candidates,candidates
AMPA_ECOLI,6,"Y3304_ARATH,CA1P_ARATH,BLH7_ARATH,DTX9_ARATH,FBX3_MOUSE,DNJ36_ARATH"
AROD2_ARATH,6,"CXG1_MOUSE,CGF2_ARATH,TEEBE_ARATH,TLP7_ARATH,TDH_MOUSE,FOXI1_MOUSE"
HXK2_ARATH,6,"VMAT1_MOUSE,Q9LST0_ARATH,ENO1_ARATH,YLAT2_MOUSE,PPM1H_MOUSE,BGL34_ARATH"
DEGQ_ECOLI,6,"CBPQ_MOUSE,C7162_ARATH,FRL2I_ARATH,A0A1Y7VIS4_MOUSE,Q8RWJ5_ARATH,AATP1_ARATH"
MPPA2_ARATH,6,"MMP10_MOUSE,NYX_MOUSE,U2AF2_MOUSE,Q8R1H9_MOUSE,S61A2_MOUSE,SCMC1_MOUSE"
HXK1_ARATH,6,"HFA1B_ARATH,TM1L1_MOUSE,RL3R1_MOUSE,TYRR_ECOLI,SBP1_MOUSE,RBL_ARATH"
ASPG2_ECOLI,6,"ADK_MOUSE,MAFA_MOUSE,DPO4_ECOLI,ZDH16_MOUSE,MDHX1_ARATH,GNAQ_MOUSE"
HXKL2_ARATH,6,"S36A2_MOUSE,MOT4_MOUSE,Q5SXC4_MOUSE,RO52_MOUSE,PLD3_MOUSE,DESM_MOUSE"
IQD1_ARATH,6,"Q3TPF1_MOUSE,MMP1B_MOUSE,TRI75_MOUSE,MACA1_MOUSE,MEAK7_MOUSE,NUP50_MOUSE"
NECD_MOUSE,6,"PP1G_MOUSE,PITX2_MOUSE,SOX2_MOUSE,OFP4_ARATH,PSD7B_ARATH,MGLC_ECOLI"
ARGI2_ARATH,6,"PSTK_MOUSE,A0A3B2WCZ2_MOUSE,WNT4_MOUSE,PRPH2_MOUSE,YBOX3_MOUSE,CAHM1_MOUSE"
RIBD_ECOLI,6,"RHF1A_ARATH,ANM1_MOUSE,WNT1_MOUSE,SETD7_MOUSE,ACTC_MOUSE,CD5R2_MOUSE"
RSMC_ECOLI,6,"PO5F1_MOUSE,XCT_ARATH,Q9JIZ5_MOUSE,FNTA_ARATH,M2K5_ARATH,AIPL1_MOUSE"
ALDOA_MOUSE,6,"EPOP_MOUSE,MYB28_ARATH,SRK2E_ARATH,SPHK1_MOUSE,ATPG1_ARATH,STING_MOUSE"
APR3_ARATH,6,"SPRE1_MOUSE,PAN_ARATH,ADA2B_MOUSE,DNAA_ECOLI,DAA11_MOUSE,CD36_MOUSE"
SF3A2_MOUSE,6,"I17RB_MOUSE,KCC2D_MOUSE,AXYLT_ARATH,CALRL_MOUSE,KCNA1_MOUSE,SOLH2_MOUSE"
DEGP_ECOLI,6,"PEAM3_ARATH,TBX1_MOUSE,TRI10_MOUSE,NFS1_MOUSE,KLF4_MOUSE,SPAG8_MOUSE"
MMP12_MOUSE,6,"LIPP_MOUSE,RNF8_MOUSE,BEPA_ECOLI,P2RX5_MOUSE,B3GLT_MOUSE,IFIT2_MOUSE"
ATF2_MOUSE,6,"BEST2_MOUSE,ERO1B_MOUSE,KIN10_ARATH,UAP1_ARATH,MEF2A_MOUSE,WASL_MOUSE"
VATB1_ARATH,6,"CDT1B_ARATH,SUV92_MOUSE,MYOC_MOUSE,BMR1B_MOUSE,C70A2_ARATH,STK4_MOUSE"
HCLS1_MOUSE,6,"Q9CTA9_MOUSE,MCRS1_MOUSE,PRP31_ARATH,MBOA7_MOUSE,PSN1_MOUSE,HNF4A_MOUSE"
FOLC_ARATH,6,"ERRFI_MOUSE,MLO9_ARATH,TRAIP_MOUSE,PSG22_MOUSE,HNRPQ_ARATH,TRAF2_MOUSE"
DACB_ECOLI,6,"KAT8_MOUSE,TF7L2_MOUSE,SUFU_MOUSE,ACHA7_MOUSE,IQD1_ARATH,MECP2_MOUSE"
MMP3_MOUSE,6,"SIGA_ARATH,G6PD_ECOLI,GPR39_MOUSE,A8MRX5_ARATH,S39A8_MOUSE,RXRA_MOUSE"
